nombre,f1_macro,prec_0,rec_0,f1_0,prec_1,rec_1,f1_1,prec_2,rec_2,f1_2,n_pred_0
argmax,0.6162702720306171,0.3048780487804878,0.2604166666666667,0.2808988764044944,0.6353790613718412,0.775330396475771,0.6984126984126984,0.8939157566302652,0.8463810930576071,0.8694992412746586,82
pesos anidados,0.6000955772963744,0.24778761061946902,0.2916666666666667,0.2679425837320574,0.6866359447004609,0.6563876651982379,0.6711711711711712,0.8656716417910447,0.8567208271787297,0.8611729769858946,113
