label,entropia,margen_top2,abs_P1_menos_P2,P0,q,qe
0,0.7576183195817131,0.42536019684463816,0.47215760358584785,0.30235598372685074,2.6770833333333335,6.28125
1,0.6735322967592867,0.538161438642329,0.5747579778257459,0.16577663412068414,3.7136563876651985,5.325991189427313
2,0.5513619342418156,0.6392555601226507,0.6791719236878356,0.13305194191435407,5.022156573116692,3.9704579025110784
