modelo,feature,FN_0a1,FN_0a2,TP_0,dif_TP_menos_FN1,dif_TP_menos_FN2,max_abs_dif
CatBoost(bal),modelMagErr_i,-0.0307280456819312,-0.030576438694515883,1.3904124146316301,1.4211404603135613,1.420988853326146,1.4211404603135613
CatBoost(bal),petroMag_color_r_i,-0.4845894265459633,0.15742492666716698,-1.226394138827756,-0.7418047122817926,-1.383819065494923,1.383819065494923
CatBoost(bal),psf_minus_cmodel_z,1.1576035880331985,-0.44017387600099434,-0.21427131258513346,-1.371874900618332,0.22590256341586087,1.371874900618332
CatBoost(bal),petroMagErr_i,-0.07745712415310176,0.6237984439601768,1.2599258845515175,1.3373830087046192,0.6361274405913407,1.3373830087046192
CatBoost(bal),petro_minus_model_i,-0.08260322129244925,-0.03313131247625182,-1.3650827884993268,-1.2824795672068776,-1.331951476023075,1.331951476023075
CatBoost(bal),fiberMagErr_r,-0.06303331032440176,0.5946304311878191,1.228482213878728,1.2915155242031298,0.6338517826909088,1.2915155242031298
CatBoost(bal),zErr,-0.03434551643874496,-0.030435357625925613,1.234574251863713,1.268919768302458,1.2650096094896386,1.268919768302458
CatBoost(bal),psfMagErr_r,-0.0603429329538049,0.5651482655401392,1.2055111236515033,1.2658540566053083,0.6403628581113641,1.2658540566053083
CatBoost(bal),psf_minus_model_u,1.0410895499015174,-0.3742918225634701,-0.21470206461470998,-1.2557916145162273,0.15958975794876012,1.2557916145162273
CatBoost(bal),petroMag_color_g_r,-0.7070495205110964,0.2290416691065602,0.5466487090113291,1.2536982295224255,0.3176070399047689,1.2536982295224255
CatBoost(bal),dered_color_g_r,-0.8621118014422198,0.1358827430627173,0.354172213480952,1.2162840149231717,0.2182894704182347,1.2162840149231717
CatBoost(bal),fiberMag_color_r_z,-0.6229597748590973,0.06201743962213801,-1.149118749393933,-0.5261589745348357,-1.211136189016071,1.211136189016071
CatBoost(bal),modelMag_color_g_r,-0.8426029604922622,0.12952766643150634,0.36402258651564523,1.2066255470079075,0.23449492008413889,1.2066255470079075
CatBoost(bal),fiber_minus_model_i,0.9274592115801903,-0.42065033742120617,-0.2790836996376347,-1.206542911217825,0.14156663778357148,1.206542911217825
CatBoost(bal),dered_color_i_z,-0.1857217055906305,-0.00042572239357541414,-1.168926930093957,-0.9832052245033266,-1.1685012077003816,1.1685012077003816
CatBoost(bal),cModelMagErr_z,-0.03117158014752616,-0.041095838617575695,1.1161588708570944,1.1473304510046205,1.1572547094746701,1.1572547094746701
CatBoost(bal),modelMag_color_i_z,-0.17888002488959223,-0.0030462527410121767,-1.1602332350135236,-0.9813532101239314,-1.1571869822725114,1.1571869822725114
CatBoost(bal),cModelMag_color_r_i,-0.45234176253004826,0.06865225978741199,-1.0574888380092489,-0.6051470754792005,-1.1261410977966608,1.1261410977966608
CatBoost(bal),cModelMag_color_g_r,-0.8224243614969965,0.15786754302575348,0.2998418818658122,1.1222662433628088,0.1419743388400587,1.1222662433628088
CatBoost(bal),psf_minus_model_g,1.1781134202929668,-0.4299278045007802,0.09323672523491344,-1.0848766950580533,0.5231645297356937,1.0848766950580533
CatBoost(bal),psfMag_z,0.6393584056287384,0.18562888354097185,1.2672207098550523,0.627862304226314,1.0815918263140805,1.0815918263140805
CatBoost(bal),dered_i,-0.20131189599397975,0.431108698150079,0.8629947080572492,1.064306604051229,0.4318860099071702,1.064306604051229
CatBoost(bal),modelMag_i,-0.19035657664957883,0.4250268797453674,0.8685328664759132,1.058889443125492,0.4435059867305458,1.058889443125492
CatBoost(bal),psf_minus_cmodel_g,1.1700699402310835,-0.43060599266806293,0.11587441554946025,-1.0541955246816233,0.5464804082175232,1.0541955246816233
CatBoost(bal),petroMag_g,-0.55945019288396,0.4467681999763622,0.4722284764609565,1.0316786693449165,0.025460276484594313,1.0316786693449165
CatBoost(bal),dered_g,-0.5497340631084359,0.42457279660117203,0.4689235633552553,1.0186576264636913,0.04435076675408328,1.0186576264636913
CatBoost(bal),cModelMag_g,-0.5543591835685798,0.42426438818373924,0.4622722763307408,1.0166314598993207,0.03800788814700157,1.0166314598993207
CatBoost(bal),petroMagErr_r,-0.09034115700465731,0.6807484083909624,0.9207618655621844,1.0111030225668418,0.24001345717122202,1.0111030225668418
CatBoost(bal),modelMag_g,-0.529801174053224,0.41478319318188794,0.4796542755083446,1.0094554495615686,0.06487108232645666,1.0094554495615686
CatBoost(bal),cModelMagErr_u,-0.3694232002578758,0.2547523697405875,0.6314194577639654,1.000842658021841,0.37666708802337784,1.000842658021841
CatBoost(bal),petro_minus_model_r,-0.2935620651315426,-0.07247414872576126,-1.0382869376968054,-0.7447248725652628,-0.9658127889710441,0.9658127889710441
CatBoost(bal),psfMag_i,0.5810941474696775,0.1559043756055892,1.104256384618423,0.5231622371487455,0.9483520090128338,0.9483520090128338
CatBoost(bal),modelMagErr_u,-0.3844475555043959,0.1966307386194767,0.5588884943111302,0.9433360498155261,0.3622577556916535,0.9433360498155261
CatBoost(bal),cModelMag_i,-0.21793844041087646,0.4628581026236238,0.7150655316403774,0.933003972051254,0.25220742901675364,0.933003972051254
